Location,Date,A/T(¡ÆC),MI/T(¡ÆC),MA/T(¡ÆC),D/P(mm),MA/W,A/W(m/s),A/PT(¡ÆC),A/RH(%),A/SP(hPa),A/LAP(hPa),MA/SLP(hPa),MI/SLP(hPa),A/SLP(hPa),TST(hr),A/GT(¡ÆC),T/RYN
90,2015-08-12,24.3,20.7,27.2,,5.4,1.6,21.8,86.4,26.1,1003.4,1006.8,1004,1005.5,12,29,X
90,2015-08-13,23.7,19.5,28.2,59,6.4,1.7,21.1,85.6,25.2,1003,1007,1003.6,1005,9.7,27.2,X
90,2015-08-14,23,19.7,26.9,0.6,2.1,1.2,20.5,86.4,24.2,1004.2,1007.8,1005.4,1006.3,8.2,26.6,X
90,2015-08-15,24.7,21,28.1,,4.6,1.8,22.3,86.6,26.9,1005.8,1008.9,1006.8,1007.9,10.7,27.6,X
90,2015-08-16,23.1,19.1,28.2,25.1,4.2,1.5,21.5,91,26,1006.3,1010,1007.4,1008.4,2.8,26,X
90,2015-08-17,23.8,19.5,26.7,0.7,5.9,2.4,21.2,85.6,25.2,1007.6,1011.9,1007.8,1009.7,9.2,26.9,X
90,2015-08-18,24,20.7,27.5,1.4,2.7,1.4,21.1,84.6,25.1,1011.6,1014.7,1011.6,1013.7,9.8,27.9,X
90,2015-08-19,23.6,19.6,27.4,,3.8,1.7,21.1,86.4,25.1,1011.3,1015.6,1011,1013.4,1.3,26.2,X
90,2015-08-20,23.8,21.9,27.1,0,2.4,0.9,22.1,90.9,26.7,1006.4,1011.1,1006.2,1008.5,2.7,26.4,X
90,2015-08-21,23.3,20.6,27.1,0,3.2,1.1,20.7,86.1,24.5,1001.6,1006.2,1002.1,1003.6,4.2,25.8,X
90,2015-08-22,23.8,20,28,,4,1.3,20.9,84.8,24.8,1002.4,1005.5,1003.2,1004.5,9.4,26.9,X
90,2015-08-23,24,20,26.9,,4.7,1.7,21.2,85,25.4,1005.5,1009.2,1005.2,1007.6,9.2,27.8,X
90,2015-08-24,23.1,21.1,26.6,19.6,7,3.1,21,88.5,24.9,1008.3,1011.7,1008.9,1010.4,1.5,24.5,X
90,2015-08-25,20.8,19.2,22.6,41.5,10.7,8.1,19.3,91.1,22.3,1003.8,1011,1003.9,1005.9,0,21.5,X
90,2015-08-26,19.2,16.1,22,1.6,10.2,3.9,15.6,80.5,17.7,1002.9,1006.9,1003.9,1005,3.7,22.6,X
90,2015-08-27,23.9,17.2,30,,5.6,1.9,13.3,55.8,15.5,1002.2,1006.9,1002,1004.2,11.2,23.8,X
90,2015-08-28,22.4,18.1,26.3,,4.8,1.8,14,61.3,16.1,1005.3,1008.1,1006.2,1007.3,7,22.4,X
90,2015-08-29,22.1,17.6,26.9,,3.6,1.3,19,83,22.1,1006.4,1009.5,1007.5,1008.5,12.4,24.9,X
90,2015-08-30,21.7,18.3,25.1,,2.6,1.4,19.9,89.8,23.3,1009.3,1012.7,1009.3,1011.4,5.7,24.4,X
90,2015-08-31,21.7,19.2,24.6,7.6,2.7,1.1,20.1,91.3,23.6,1011.7,1014.7,1012.6,1013.8,2.7,25.2,X
90,2015-09-01,21.1,18.6,22.8,1,3.7,1.8,19.8,92.5,23.1,1010.5,1014.1,1012,1012.6,0.1,23.4,X
90,2015-09-02,21.2,17.6,24.6,2.6,5.2,2,19.4,89.9,22.6,1009.6,1013.3,1009.9,1011.7,7.7,24.3,X
90,2015-09-03,21.6,18,27.1,1.2,2.8,1.4,18.2,82.4,20.9,1007.6,1011.2,1008,1009.7,7.6,24.9,X
90,2015-09-04,21.5,17.8,25.7,,3.3,1.9,19.3,88.1,22.6,1010.4,1013.5,1011.1,1012.5,7.3,24.3,X
90,2015-09-05,20.1,18.4,24.6,3.3,5.4,2.1,18.5,90.8,21.3,1008.1,1012.4,1008.9,1010.2,1.7,22.6,X
90,2015-09-06,20.2,17.3,21.8,4,7.8,3.3,16.9,81.9,19.2,1008.4,1012.5,1008.3,1010.5,1.8,21.5,X
90,2015-09-07,18.8,14.9,22.8,0.2,3.7,1.6,15.4,81.8,17.5,1012.6,1017,1012.3,1014.7,10.1,23.4,X
90,2015-09-08,18.1,13.6,22.2,,3.2,1.8,13.7,76.9,15.7,1016.7,1020.5,1016.7,1018.8,11.8,22.7,X
90,2015-09-09,19.3,16.4,22.1,,5.7,3,15.6,80.1,17.8,1016.5,1020.6,1017.2,1018.6,8.1,23,X
90,2015-09-10,20.2,16.4,24,0,3.1,1.5,15.9,77,18.1,1011.2,1017.3,1011.1,1013.3,9.7,24.5,X
90,2015-09-11,19.4,15.7,22.1,1.2,5.7,2.1,16.8,85.6,19.2,1007.5,1012.4,1006.8,1009.6,0.7,21.6,X
90,2015-09-12,16.8,14.3,19.6,0,4.3,1.7,14.5,86.9,16.5,1007.5,1011.6,1008.2,1009.6,1.6,20.1,X
90,2015-09-13,17.7,12.9,22.4,,3.7,1.5,10.6,66,12.8,1013.4,1019.5,1011.3,1015.6,11.1,21.9,X
90,2015-09-14,19,13,24.5,,3.9,1.6,13.6,71.8,15.7,1019.4,1022.8,1019.5,1021.6,11.7,22.7,X
90,2015-09-15,18,12.9,23.3,,3.9,1.7,12.8,72.6,14.8,1020.4,1024.1,1021.1,1022.6,11.6,22.7,X
90,2015-09-16,17.5,12.5,22.2,,2.9,1.3,12.1,72.4,14.1,1017.9,1021.5,1019,1020,10.3,22.9,X
90,2015-09-17,18.1,15.2,20.8,,3.2,1.8,12.4,70.1,14.4,1017.5,1020.5,1018.6,1019.6,2.3,21.6,X
90,2015-09-18,18.5,15.4,22.1,,3.8,1.9,15.1,81.3,17.2,1016.2,1019.7,1017.1,1018.3,8.5,23.7,X
90,2015-09-19,18.4,13.7,22.5,,4.2,2,14.8,80.6,16.9,1011.6,1017.6,1011.7,1013.8,10.7,23.6,X
90,2015-09-20,19.3,14.3,23.4,,3,1.4,17.2,88.3,19.7,1010.1,1013.3,1010.8,1012.2,10.1,24.5,X
90,2015-09-21,19.6,15.9,23.8,,2.7,1.4,17.4,88.1,20.1,1012.5,1016.6,1012,1014.6,10.9,24.6,X
90,2015-09-22,19.5,15,24.2,,4.4,1.9,17.3,87.8,19.8,1013.9,1018.2,1014.1,1016.1,10.9,24.5,X
90,2015-09-23,19.1,15.4,22.3,,5.8,1.8,17.2,88.9,19.7,1009.8,1014.2,1010.6,1011.9,4.2,23.1,X
90,2015-09-24,18.9,15.7,23.5,,2.6,1.5,16.3,85.6,18.6,1007.3,1010.8,1008,1009.4,10.6,23.6,X
90,2015-09-25,19.3,15.9,23.1,,3.6,1.6,16.7,85.8,19.1,1006.3,1009.5,1007.2,1008.4,9.8,24.8,X
90,2015-09-26,19.1,15.7,23.1,,2.7,1.4,16.9,87.3,19.3,1008.8,1012.7,1008.7,1010.9,8,23.8,X
90,2015-09-27,18.8,13.9,23.5,,3.5,1.7,15.1,80.1,17.4,1012.5,1016.3,1012.7,1014.6,10.7,24.2,X
90,2015-09-28,19.5,15.3,25,,4.1,1.3,9.7,55.4,12.5,1017.1,1022.4,1014.6,1019.2,2.8,22.3,X
90,2015-09-29,17.9,14.6,21.8,,4.2,2,9,57,11.5,1024.1,1027.9,1022.4,1026.3,4.2,21.4,X
90,2015-09-30,17.5,13.7,23.5,,4.2,1.8,10.6,66.1,12.8,1019.7,1026.8,1015.1,1021.8,2.4,21.5,X
90,2015-10-01,16,13.9,19.5,14.8,7.7,1.8,12.3,80.4,14.6,998.4,1015,991.4,1000.5,0,18.5,X
90,2015-10-02,17.3,10.4,21.9,,8.8,3.2,0.1,32.8,6.6,1007.3,1010.9,1004.6,1009.4,10.9,16.8,X
90,2015-10-03,20.8,14.5,26.2,,6.3,2.8,2.3,32.4,7.9,1012.6,1021.6,1010.4,1014.7,10.4,20,X
90,2015-10-04,14.4,10.5,19.2,,3,1.5,0.5,41.4,6.5,1022.9,1027.4,1021.6,1025.1,9.7,18.2,X
90,2015-10-05,16.5,10.1,22.1,,4.8,1.7,7.9,58.8,10.8,1020.6,1025.2,1020.4,1022.7,10.7,18.9,X
90,2015-10-06,18,11.6,24.1,,4.1,1.4,8.7,56.4,11.4,1017.2,1021.3,1017.5,1019.4,10.1,19.5,X
90,2015-10-07,18.3,13.5,22.5,,3.1,1.4,13.2,73.5,15.5,1015.1,1019,1015.3,1017.3,8.2,20.1,X
90,2015-10-08,17.5,14.1,21.1,,3.2,1.4,14.9,85.4,17.1,1008.6,1015.3,1007.4,1010.7,6.4,21.1,X
90,2015-10-09,16.6,10.5,21.2,,6.6,2.4,-1.7,32.6,6.1,1005.8,1011,1005.3,1007.9,9.4,19.9,X
90,2015-10-10,13.8,10.1,18.8,0,5.8,2.2,3.7,51,8,1006.3,1011.3,1006.4,1008.5,6.8,17.4,X
90,2015-10-11,11.6,8.5,15,,5.5,2.4,0.6,47.3,6.5,1007.8,1012.7,1007.8,1010,4.7,13.9,X
90,2015-10-12,13.2,8.1,16.7,,5.1,2.2,-0.4,40,6,1012.4,1017.2,1012.2,1014.6,10.4,16,X
90,2015-10-13,17.1,10.9,22.3,,6.2,2.9,0.9,34.6,6.7,1014.2,1017.5,1014.4,1016.3,10.6,18.2,X
90,2015-10-14,15.3,10.7,18.4,,4.6,2,9.1,67.8,11.6,1017.8,1021.1,1017.4,1020,10.3,19,X
90,2015-10-15,14.4,9.9,20.3,,2.6,1.3,11.5,83.1,13.7,1017.5,1021.1,1018.8,1019.7,10,19,X
90,2015-10-16,15,10.4,19.8,,2.4,1.3,12.7,87,14.9,1017.6,1020.6,1019,1019.8,10,19.4,X
90,2015-10-17,16.5,9.6,22.1,,5.3,1.9,10.2,68.4,12.7,1017.1,1021.1,1017.8,1019.3,10.2,18.7,X
90,2015-10-18,18.8,13.5,25.2,0,8.1,2.1,9.7,59.1,12.4,1017.1,1022.3,1017.4,1019.2,9.4,19.8,X
90,2015-10-19,16.2,13.1,20.5,0,5.2,1.7,12.4,79.8,14.5,1014.7,1022.3,1012.4,1016.8,5.4,19,X
90,2015-10-20,17.2,13.5,20.1,,5,2.3,12.2,73.9,14.3,1015.1,1019,1013.2,1017.2,4.6,18.6,X
90,2015-10-21,14.5,11.7,19.1,5.6,5,2.1,12.7,89.9,14.8,1017.4,1024.3,1016.8,1019.6,5.6,17.5,X
90,2015-10-22,12.1,10.3,13.8,7,4.5,0.9,10,87.5,12.3,1021.6,1026.1,1021.3,1023.8,0,15,X
90,2015-10-23,14.6,12.1,18.6,,2.5,0.9,12,85,14,1015.5,1021.3,1014.7,1017.7,0.4,15.7,X
90,2015-10-24,17.8,12.4,24.1,0,6,2.6,9,58.3,11.5,1015,1024.5,1013.5,1017.1,9,18.3,X
90,2015-10-25,13.1,9.6,17.5,,4.2,2,6.4,65.3,9.6,1023.3,1027.2,1024.4,1025.5,9.5,15.4,X
90,2015-10-26,12.7,7.5,16.4,0,3.4,1.3,8.2,75.5,11,1016.4,1024.6,1010.6,1018.6,2.4,13.7,X
90,2015-10-27,14.1,9.1,19,0,6.1,2.3,1.3,46.8,7.7,1005.3,1013.2,1003.4,1007.5,5.8,15.5,X
90,2015-10-28,11.4,7.5,15.8,,7.1,3.1,-10,21.8,2.9,1014.2,1019.9,1013.3,1016.4,10.1,12.7,X
90,2015-10-29,9,4,14,0,5.6,2.3,-9.9,28.5,3.2,1018.2,1022.2,1018.2,1020.4,9.5,11.6,X
90,2015-10-30,6.4,2.3,11.6,,4.7,1.9,-13.6,23.9,2.2,1022.6,1027.8,1021.5,1024.8,10.1,10.3,X
90,2015-10-31,5.2,1,10.6,,3,1.4,-8.8,37.5,3.2,1025.7,1029.4,1027.2,1028,10,9.8,X
90,2015-11-01,8.6,1.2,13.7,,3.1,1.4,-4.8,38.8,4.4,1021.9,1027.2,1021,1024.1,5.8,9.9,X
90,2015-11-02,12.1,7.5,17.2,,4.2,1.5,-4.7,31.4,4.5,1017.6,1022.2,1017.5,1019.8,6.6,13.1,X
90,2015-11-03,11.6,6.1,17.6,,3.8,1.5,1.7,52,7,1024.7,1028.6,1022,1026.9,9.8,12.6,X
90,2015-11-04,11.7,5.1,17.7,,3.8,1.2,1.9,52.4,7.3,1023.6,1028.2,1023.9,1025.8,9.9,12.5,X
90,2015-11-05,13.3,8.5,21.7,,5.1,1.5,3,53.3,8,1022.2,1027.5,1022.3,1024.4,6.7,13.6,X
90,2015-11-06,11.2,9.1,13.7,1.6,6.2,4.2,7.3,77,10.3,1028.8,1032.7,1027.3,1031,0,12.3,X
90,2015-11-07,10.5,8.8,11.9,56.5,7.1,4.3,9.2,92,11.6,1025.7,1032,1023.8,1027.9,0,11.3,X
90,2015-11-08,10.3,9.6,11.1,35.5,6,3.8,9,91.9,11.5,1018.7,1023.8,1018.1,1020.9,0,11.6,X
90,2015-11-09,9.5,8.9,10.9,27.7,4.1,1.6,8.4,92.9,11,1015.9,1020.5,1016.3,1018.1,0,11.6,X
90,2015-11-10,9.8,7.9,12.3,5,5.3,2,8.2,90.4,10.9,1021.4,1026.7,1020.4,1023.6,4.5,11.7,X
90,2015-11-11,9.3,7.9,10.7,67.5,5.1,2.1,8.1,92.3,10.8,1028.4,1033,1026.5,1030.6,0,10.6,X
90,2015-11-12,10.4,9.2,11.5,6.2,3.8,1,9.3,93,11.7,1029.8,1033.7,1030.5,1032,0,11.4,X
90,2015-11-13,10.3,9.3,11.8,31.9,1.9,0.7,9.2,92.9,11.6,1022.4,1030.5,1017.9,1024.6,0,11.5,X
90,2015-11-14,11.5,10.4,13,50.7,5.2,2.2,10.4,93,12.6,1013.1,1017.9,1013.8,1015.3,0,12.7,X
90,2015-11-15,13.2,8.2,19,,3.3,1.3,7.4,71.4,10.4,1016.4,1020.9,1017,1018.6,8.3,12.9,X
90,2015-11-16,11.5,8.4,14.1,12.5,4.6,1.5,9.3,86.8,11.7,1016.2,1020.7,1016.9,1018.4,0.3,11.9,X
90,2015-11-17,10.9,9.1,12.4,1.5,4.9,1.5,8.7,87.1,11.3,1018.5,1025,1017,1020.7,0.1,12.3,X
90,2015-11-18,8.3,6.1,11.4,21.3,7.3,3.8,6.4,88.3,9.6,1023.1,1027.3,1023.8,1025.4,0,9.7,X
90,2015-11-19,7.5,5.9,9.1,0.6,3.8,1,5.9,90,9.3,1021.8,1026.5,1022.2,1024,0,9.5,X
90,2015-11-20,9.5,5.4,14.2,,4.1,1.5,4.3,72.8,8.4,1020.4,1025.3,1020.7,1022.6,5.2,9.8,X
90,2015-11-21,8.6,5,11.7,,4.7,1.6,3.8,73.4,8,1025.5,1029.3,1025,1027.7,7.9,9.5,X
90,2015-11-22,8,5.8,9.9,60,7.2,2.7,6.3,89.9,9.6,1028.5,1032.8,1028.9,1030.7,0,9.2,X
90,2015-11-23,5.6,4.8,7.7,38.3,6.6,2.8,4.4,92.4,8.4,1025.4,1031.6,1024.6,1027.7,0,7.7,X
90,2015-11-24,3.7,1.7,5.9,22,6.9,2.2,2.2,90,7.2,1025.8,1030.2,1024.4,1028.1,0,5.7,X
90,2015-11-25,2.3,-0.1,4.6,24.7,4.2,1.1,-0.2,85.1,6.1,1016.2,1026.7,1012.2,1018.4,0.2,4.6,X
90,2015-11-26,0.2,-2.2,3.8,,8.1,3.3,-11.3,41.9,2.6,1008.7,1014,1008.7,1011,8.9,2,X
90,2015-11-27,0.2,-3.2,2.8,,7.2,2.5,-14.9,31.8,1.9,1016.8,1024.7,1013.8,1019.1,9.1,1.3,X
90,2015-11-28,2.6,-1.1,5.7,,7,2.3,-7.8,46.4,3.4,1025.1,1029.2,1024.5,1027.4,5.8,2.4,X
90,2015-11-29,2.9,-0.9,7,0,2.8,1,-2,71.5,5.4,1023.6,1029.2,1020.9,1025.9,1.1,2.6,X
90,2015-11-30,5.5,1.2,9.4,0,7.4,2.3,-3,56.1,5,1020.1,1025.7,1019.6,1022.3,8.4,5.2,X
90,2015-12-01,3.9,-0.7,8.3,,2.3,1.5,-2.4,64,5.2,1023,1027.8,1022.8,1025.2,8.8,4.1,X
90,2015-12-02,6.3,2,9.3,0,5.5,1.9,1.5,75.5,7.3,1010.6,1022.8,1008.2,1012.8,0.1,5.6,X
90,2015-12-03,1.3,-2.8,4.5,0.2,8.2,3.8,-11.1,38.9,2.7,1006.1,1010.3,1005.5,1008.3,6.3,2.3,X
90,2015-12-04,1.3,-3.5,4.5,,6.4,3.5,-14.2,30.6,2.1,1011.9,1017.3,1009.3,1014.1,9,0.9,X
90,2015-12-05,5.4,2,9.6,,6.6,2.7,-11.3,30.3,2.6,1018.2,1026,1016.6,1020.4,8.7,3.1,X
90,2015-12-06,3.1,-1,8.4,,2.7,1.5,-5.9,52.4,4,1025,1030.1,1025.6,1027.3,7.5,2.9,X
90,2015-12-07,4.7,2.1,6.3,,2.4,1.3,-0.2,71.1,6.1,1028.5,1031.7,1029.8,1030.8,0.1,4.7,X
90,2015-12-08,4.6,0.5,9.4,,2.3,0.9,1.6,81.8,6.9,1029.3,1033,1030.5,1031.6,2.9,5.6,X
90,2015-12-09,5.9,-0.6,10.9,,2.6,1.2,-1.8,60,5.4,1026.1,1031.3,1025.7,1028.4,3,4.5,X
90,2015-12-10,7.4,3.9,10.2,0,6,1.7,4.1,80.3,8.3,1017,1025.8,1015,1019.2,0,6.6,X
90,2015-12-11,5.6,2.4,7.9,1.3,7.5,3.3,-0.6,65.3,6,1019.7,1027.2,1014.9,1022,3.5,6.6,X
90,2015-12-12,2.9,-0.1,7.2,,2.7,1.4,-3.1,65.3,4.9,1023.8,1028.7,1024.4,1026.1,5.2,4,X
90,2015-12-13,4.3,-0.3,7.6,,2.9,1.3,-0.2,73.3,6,1022.7,1025.7,1024,1024.9,3.2,4,X
90,2015-12-14,5.5,3.8,7.9,0,1.8,0.7,1.4,75.9,6.8,1018.9,1025.4,1017.7,1021.1,0.1,6.2,X
90,2015-12-15,6.4,4,9,,6.3,2.8,-3.5,51.5,4.9,1013.1,1017.8,1013.5,1015.3,4.4,5.9,X
90,2015-12-16,0.8,-3.1,4.3,,5.5,3,-16.3,27.6,1.8,1013.5,1019.4,1012.5,1015.7,8.6,2,X
90,2015-12-17,-2.7,-6.6,2,,3.5,1.2,-18,30.3,1.5,1021.6,1026.9,1019.3,1023.9,8.8,-0.3,X
90,2015-12-18,1,-5.5,6.9,,5.7,1.9,-17.2,29.6,2,1026.1,1032.6,1025.7,1028.4,8.8,0,X
90,2015-12-19,1.3,-1.9,6.6,,3.1,1.6,-9.4,45.8,3.1,1030.8,1035.3,1031.9,1033.1,8.8,1.2,X
90,2015-12-20,4.3,-2.1,7.3,,4.2,1.4,-14.1,25.4,2.1,1024.9,1032.1,1024.5,1027.2,0.7,1.7,X
90,2015-12-21,4.7,0.1,8.8,0.2,4,1.3,-5.4,49.4,4.2,1022.2,1027.4,1022.6,1024.5,3.8,4,X
90,2015-12-22,3.6,0.1,7.7,,3.6,1.5,-4.2,59,4.7,1026.3,1030.5,1026.5,1028.6,8.5,2.7,X
90,2015-12-23,4,1,7.2,0,1.9,0.9,1.6,84.8,6.9,1019.7,1026.5,1019.5,1021.9,1.1,4.7,X
90,2015-12-24,3.9,0.9,8.3,,4.8,1.7,-6.8,46.9,3.8,1015.4,1019.5,1016,1017.7,4.7,2.6,X
90,2015-12-25,1.4,-2.2,5,,4.3,2,-16.9,26,1.7,1015.7,1020.2,1015.8,1018,8.7,1.2,X
90,2015-12-26,3.6,-1.2,8,0,5.7,2.8,-9.6,38.5,3.1,1014.8,1024.3,1013.6,1017,5.5,2.8,X
90,2015-12-27,-3,-5.5,-0.5,,3.9,1.9,-15.4,39.9,2,1025.9,1029.6,1024.3,1028.2,6.9,-0.2,X
90,2015-12-28,-2.5,-7.2,1.6,,5.8,2.1,,,,1025.8,1029.9,1026.8,1028.1,8.9,-2,X
90,2015-12-29,-0.1,-6.4,5.7,,3.3,1.3,,,,1027.2,1030.3,1028.1,1029.5,8,-1.3,X
90,2015-12-30,2.4,-2.6,6.5,,2.8,1.1,-6.1,54.1,3.9,1025.4,1030.1,1025.6,1027.7,7,0.8,X
90,2015-12-31,2,-1.4,5.2,0,5.1,1.9,-2.1,75.6,5.4,1026,1029.8,1025.3,1028.3,3.3,2.1,X
90,2016-01-01,3.6,-2.3,7.6,,6.3,2.3,-7.4,44.9,3.6,1024.2,1029.7,1022.5,1026.5,8.7,1.4,X
90,2016-01-02,8.4,5,11.5,,8,3.1,-1.4,50.4,5.5,1017,1022.7,1017.1,1019.2,8.2,5.4,X
90,2016-01-03,6.7,2.4,9.8,,5.3,1.9,3.1,80,7.7,1015.6,1019.2,1016.2,1017.8,5.2,5,X
90,2016-01-04,5.4,0.8,9,,5.9,2.7,-11.2,32.6,3,1017.2,1022.8,1016.2,1019.4,8.4,4.2,X
90,2016-01-05,0.6,-2.6,4.4,,6.1,2.5,-22.3,16.8,1.1,1021.4,1025.1,1022,1023.7,8.3,1.3,X
90,2016-01-06,0.5,-4.7,6.3,,5.1,2,-13.1,36.4,2.3,1018.6,1024.1,1018.5,1020.9,8.4,0.2,X
90,2016-01-07,-0.4,-4,3.7,,4.1,1.9,-17.5,28.3,1.6,1018.4,1022.6,1019,1020.7,8.9,-0.2,X
90,2016-01-08,-1.1,-3.4,2.3,,5,2.4,-18.8,25.1,1.4,1017,1021.2,1017.8,1019.3,9.1,-0.9,X
90,2016-01-09,0.1,-3.9,3.6,,5.6,2.8,-15.1,32,1.9,1019.1,1022.8,1019.9,1021.4,9,-0.4,X
90,2016-01-10,1.8,-1.3,5.8,,5.2,2.4,-15.3,30.1,2.1,1020.9,1024.9,1021.7,1023.2,8.7,1.5,X
90,2016-01-11,-2,-5.4,1.3,,4.5,2.1,-17.7,30.9,1.6,1022.5,1026.5,1023.9,1024.8,9,-1.1,X
90,2016-01-12,-1.8,-7.1,2.3,,5,2.1,-18.9,26.6,1.4,1018.1,1024,1017.3,1020.4,8.9,-1.2,X
90,2016-01-13,-2.3,-5.9,1.3,,4.7,2.7,-15.9,35.5,1.9,1013.9,1017.8,1013.9,1016.2,8.5,-1.2,X
90,2016-01-14,-2.9,-7.6,0.9,,7.1,2.7,-17.5,33.6,1.7,1017.2,1020.6,1017.2,1019.5,8.4,-1.6,X
90,2016-01-15,-1.7,-4,2.2,,3.4,1.7,-11.2,49.4,2.6,1019,1022.8,1019.8,1021.3,8.9,-1,X
90,2016-01-16,-0.1,-5,5.1,0,3.7,1.4,-6.6,64.5,3.9,1021,1024.3,1022.1,1023.3,0,-0.5,X
90,2016-01-17,1.5,-1.6,4.3,,3.8,1.7,0,89.9,6.2,1015.6,1022.8,1011.7,1017.9,0,1.6,X
90,2016-01-18,-2.9,-11.4,3.5,,6.8,3.2,-14.7,48.6,2.9,1004.3,1011.7,1003.5,1006.6,,0.5,X
90,2016-01-19,-10,-13.1,-7,,8.2,3.5,-26.4,25.4,0.7,1010.6,1020.9,1008.3,1013,,-5.2,X
90,2016-01-20,-6.3,-11,-0.5,,5.8,2.4,-17.8,40.1,1.6,1023.9,1028.1,1020.9,1026.3,,-3.3,X
90,2016-01-21,-4,-8.6,0.3,,4.6,2.2,-16.9,36.5,1.7,1023.8,1027.5,1023.8,1026.2,3.3,-1.6,X
90,2016-01-22,-3.4,-6.6,0.1,,4.4,2.2,-21.2,24.8,1.2,1026.2,1030,1026.9,1028.5,6.1,-2,X
90,2016-01-23,-8.3,-13.4,-4.4,,8.7,3.9,-29.7,16.6,0.5,1022.5,1029.6,1020.6,1024.9,8.8,-4.1,X
90,2016-01-24,-10.5,-16.4,-4.1,,5.2,2.2,-27.9,23.3,0.6,1016.5,1021.2,1016.4,1018.9,9.2,-6.1,X
90,2016-01-25,-6.9,-12.4,-2.1,,3.4,1.5,-19.8,35.1,1.3,1021.1,1025.6,1021.1,1023.5,9.3,-3.8,X
90,2016-01-26,-1,-7.8,3.2,,7.5,3.4,-13.1,39.4,2.3,1019.1,1023,1019,1021.4,9.2,-1,X
90,2016-01-27,1.7,-1.3,5.3,,6.8,3.7,-14.1,31.6,2.1,1024,1028.8,1022.5,1026.3,9,1.7,X
90,2016-01-28,-0.1,-3.7,5.6,,3.7,1.7,-11.8,42.8,2.6,1026.7,1030.1,1027.9,1029,0.9,0,X
90,2016-01-29,-0.3,-2.1,1.3,2.9,4.8,2.1,-3.6,81.9,4.9,1026.1,1029.8,1027.2,1028.4,0,-0.4,X
90,2016-01-30,-0.9,-1.8,-0.2,3.7,4,1.4,-1,99,5.7,1024.3,1028.4,1025,1026.6,0,0.2,X
90,2016-01-31,-1.9,-4.3,1.3,,5.7,2,-5.9,76.3,4,1024.1,1028.1,1025.2,1026.4,8.7,-0.2,X
90,2016-02-01,-3.5,-7.2,0.3,,4.3,1.6,-15.4,39.5,1.9,1024.2,1028,1025,1026.5,9.4,-1,X
90,2016-02-02,-4.1,-9.4,0.2,,2.6,1.4,-14.8,44.4,2,1024,1027.1,1025.1,1026.4,9.6,-1.5,X
90,2016-02-03,-1.6,-7.9,2.9,,3.1,1.4,-14.4,37.1,2,1022.4,1026.5,1023,1024.7,9.7,-0.9,X
90,2016-02-04,2.2,-1.4,7.1,,4.8,2.5,-13.8,31.3,2.2,1018.9,1023.9,1018.6,1021.2,9.6,0.8,X
90,2016-02-05,0.3,-2.5,3.7,,5.3,2.6,-17.5,26.8,1.7,1018,1022.3,1018.8,1020.3,9.7,0.5,X
90,2016-02-06,-3.6,-6.7,-0.8,4.3,5.3,1.9,-7.6,79.8,3.8,1019.8,1024.5,1019.4,1022.1,0.8,-1.3,X
90,2016-02-07,-1.9,-7.7,3.2,,2.9,1.5,-11.1,54.9,2.7,1018.1,1024.3,1018,1020.4,9.8,-0.4,X
90,2016-02-08,1.3,-3.7,4.9,0,6,2.4,-8.1,51.8,3.5,1010.6,1018,1009,1012.9,3.8,-0.5,X
90,2016-02-09,1.8,-2.2,5.3,1.1,7.2,2.6,-10.7,42.9,2.9,1015.8,1023,1009.6,1018.1,9.9,0.7,X
90,2016-02-10,1.2,-3.8,5.4,,3.8,1.5,-8.4,51.3,3.4,1023.8,1027.2,1022.9,1026.1,10.1,1,X
90,2016-02-11,2.1,-3,5.2,,2.3,1.2,0.5,89.5,6.5,1023.9,1028,1024,1026.2,7.7,1.7,X
90,2016-02-12,2.7,1.6,3.7,2.7,4.6,1.4,2.5,99,7.3,1016.6,1024.1,1015.7,1018.9,0,1.8,X
90,2016-02-13,3.6,1.2,5.8,13.4,7.3,2.1,3.4,99,7.8,1007.9,1015.7,1003.6,1010.2,0,3.5,X
90,2016-02-14,-0.3,-3.2,2.1,8.3,5.3,2,-3.1,82.6,5,1007.3,1015.8,1003.9,1009.6,1.1,1.4,X
90,2016-02-15,-3,-5.9,0.4,,5.1,2.5,-15.3,38.9,1.9,1013.8,1017.9,1013.8,1016.1,10.1,0.5,X
90,2016-02-16,-0.3,-4,3.6,,7,2.9,-10.9,44.9,2.7,1012.4,1017.8,1010.5,1014.6,8.1,0.2,X
90,2016-02-17,2.6,-3.2,6.9,,5.5,2.1,-11.8,34.1,2.5,1018.3,1022.8,1017.6,1020.6,10.1,0.9,X
90,2016-02-18,6.2,0.7,10.3,0,7.6,2.8,-3.2,52.9,5,1016.4,1021.2,1016.8,1018.7,7.7,2,X
90,2016-02-19,5.8,2.7,8.5,,6.4,2.7,-8.5,35.6,3.3,1021.4,1027.4,1017.1,1023.6,2,2.4,X
90,2016-02-20,1.8,-1.5,4.6,,8.5,2.6,-7.2,52.6,3.7,1020.3,1027.2,1019.1,1022.6,7.4,1.9,X
90,2016-02-21,1.5,-2.4,6,,6,2.2,-16.7,25.1,1.7,1024.6,1030.3,1021.3,1026.9,10.2,2,X
90,2016-02-22,3,-0.9,6.3,,4.1,1.6,-10.8,36.5,2.9,1026.3,1031.5,1026.1,1028.6,2.7,2.4,X
