L1cati1n,A/T(°C),MI/T(°C),MA/T(°C),D/P(mm),MA/W,A/W(m/s),A/PT(°C),A/RH(P),A/SP(hPa),A/LAP(hPa),MA/SLP(hPa),MI/SLP(hPa),A/SLP(hPa),TST(hr),A/GT(°C),T/RYN
90.00,29.40,23.70,35.40,0.30,6.00,2.70,21.90,65.60,26.20,1005.00,1009.30,1004.80,1007.00,0.00,29.60,0.00
90.00,24.00,22.10,28.20,22.00,4.60,1.60,22.70,92.40,27.60,1008.10,1012.50,1009.10,1010.20,0.00,26.30,0.00
90.00,24.30,22.10,27.90,2.60,4.50,1.10,22.90,92.30,28.00,1006.70,1010.50,1007.50,1008.80,0.00,26.60,0.00
90.00,27.60,24.50,31.20,0.00,3.20,1.20,24.20,82.60,30.20,1004.30,1008.00,1005.00,1006.30,0.00,27.30,0.00
90.00,29.10,25.30,32.50,0.00,3.90,1.70,21.90,66.10,26.40,1001.90,1005.50,1002.40,1003.90,0.00,28.10,0.00
90.00,27.20,24.00,33.00,0.00,4.20,1.60,22.40,76.60,27.10,1004.20,1008.80,1003.60,1006.30,5.70,27.40,0.00
90.00,27.60,23.50,31.20,0.00,3.70,1.60,23.70,80.50,29.30,1009.30,1013.50,1008.60,1011.30,12.50,29.80,0.00
90.00,26.00,23.10,29.30,0.00,3.30,1.30,24.40,91.10,30.70,1013.10,1016.30,1013.20,1015.20,8.40,30.00,0.00
90.00,25.00,21.50,29.40,16.90,3.20,1.20,23.40,91.40,29.00,1011.40,1015.50,1011.10,1013.50,5.50,28.20,0.00
90.00,26.80,21.40,30.60,0.00,3.50,1.50,22.10,76.60,26.70,1007.20,1011.40,1007.60,1009.20,10.00,28.40,0.00
90.00,27.30,23.90,31.40,0.00,3.60,1.60,21.80,72.60,26.20,1005.20,1008.50,1005.70,1007.30,9.20,28.50,0.00
90.00,25.70,22.30,28.80,0.00,6.20,1.60,22.50,83.40,27.40,1004.60,1007.80,1005.20,1006.60,8.80,28.30,0.00
90.00,24.30,20.70,27.20,0.00,5.40,1.60,21.80,86.40,26.10,1003.40,1006.80,1004.00,1005.50,12.00,29.00,0.00
90.00,23.70,19.50,28.20,59.00,6.40,1.70,21.10,85.60,25.20,1003.00,1007.00,1003.60,1005.00,9.70,27.20,0.00
90.00,23.00,19.70,26.90,0.60,2.10,1.20,20.50,86.40,24.20,1004.20,1007.80,1005.40,1006.30,8.20,26.60,0.00
90.00,24.70,21.00,28.10,0.00,4.60,1.80,22.30,86.60,26.90,1005.80,1008.90,1006.80,1007.90,10.70,27.60,0.00
90.00,23.10,19.10,28.20,25.10,4.20,1.50,21.50,91.00,26.00,1006.30,1010.00,1007.40,1008.40,2.80,26.00,0.00
90.00,23.80,19.50,26.70,0.70,5.90,2.40,21.20,85.60,25.20,1007.60,1011.90,1007.80,1009.70,9.20,26.90,0.00
90.00,24.00,20.70,27.50,1.40,2.70,1.40,21.10,84.60,25.10,1011.60,1014.70,1011.60,1013.70,9.80,27.90,0.00
90.00,23.60,19.60,27.40,0.00,3.80,1.70,21.10,86.40,25.10,1011.30,1015.60,1011.00,1013.40,1.30,26.20,0.00
90.00,23.80,21.90,27.10,0.00,2.40,0.90,22.10,90.90,26.70,1006.40,1011.10,1006.20,1008.50,2.70,26.40,0.00
90.00,23.30,20.60,27.10,0.00,3.20,1.10,20.70,86.10,24.50,1001.60,1006.20,1002.10,1003.60,4.20,25.80,0.00
90.00,23.80,20.00,28.00,0.00,4.00,1.30,20.90,84.80,24.80,1002.40,1005.50,1003.20,1004.50,9.40,26.90,0.00
90.00,24.00,20.00,26.90,0.00,4.70,1.70,21.20,85.00,25.40,1005.50,1009.20,1005.20,1007.60,9.20,27.80,0.00
90.00,23.10,21.10,26.60,19.60,7.00,3.10,21.00,88.50,24.90,1008.30,1011.70,1008.90,1010.40,1.50,24.50,0.00
90.00,20.80,19.20,22.60,41.50,10.70,8.10,19.30,91.10,22.30,1003.80,1011.00,1003.90,1005.90,0.00,21.50,0.00
90.00,19.20,16.10,22.00,1.60,10.20,3.90,15.60,80.50,17.70,1002.90,1006.90,1003.90,1005.00,3.70,22.60,0.00
90.00,23.90,17.20,30.00,0.00,5.60,1.90,13.30,55.80,15.50,1002.20,1006.90,1002.00,1004.20,11.20,23.80,0.00
90.00,22.40,18.10,26.30,0.00,4.80,1.80,14.00,61.30,16.10,1005.30,1008.10,1006.20,1007.30,7.00,22.40,0.00
90.00,22.10,17.60,26.90,0.00,3.60,1.30,19.00,83.00,22.10,1006.40,1009.50,1007.50,1008.50,12.40,24.90,0.00
90.00,21.70,18.30,25.10,0.00,2.60,1.40,19.90,89.80,23.30,1009.30,1012.70,1009.30,1011.40,5.70,24.40,0.00
90.00,21.70,19.20,24.60,7.60,2.70,1.10,20.10,91.30,23.60,1011.70,1014.70,1012.60,1013.80,2.70,25.20,0.00
90.00,21.10,18.60,22.80,1.00,3.70,1.80,19.80,92.50,23.10,1010.50,1014.10,1012.00,1012.60,0.10,23.40,0.00
90.00,21.20,17.60,24.60,2.60,5.20,2.00,19.40,89.90,22.60,1009.60,1013.30,1009.90,1011.70,7.70,24.30,0.00
90.00,21.60,18.00,27.10,1.20,2.80,1.40,18.20,82.40,20.90,1007.60,1011.20,1008.00,1009.70,7.60,24.90,0.00
90.00,21.50,17.80,25.70,0.00,3.30,1.90,19.30,88.10,22.60,1010.40,1013.50,1011.10,1012.50,7.30,24.30,0.00
90.00,20.10,18.40,24.60,3.30,5.40,2.10,18.50,90.80,21.30,1008.10,1012.40,1008.90,1010.20,1.70,22.60,0.00
90.00,20.20,17.30,21.80,4.00,7.80,3.30,16.90,81.90,19.20,1008.40,1012.50,1008.30,1010.50,1.80,21.50,0.00
90.00,18.80,14.90,22.80,0.20,3.70,1.60,15.40,81.80,17.50,1012.60,1017.00,1012.30,1014.70,10.10,23.40,0.00
90.00,18.10,13.60,22.20,0.00,3.20,1.80,13.70,76.90,15.70,1016.70,1020.50,1016.70,1018.80,11.80,22.70,0.00
90.00,19.30,16.40,22.10,0.00,5.70,3.00,15.60,80.10,17.80,1016.50,1020.60,1017.20,1018.60,8.10,23.00,0.00
90.00,20.20,16.40,24.00,0.00,3.10,1.50,15.90,77.00,18.10,1011.20,1017.30,1011.10,1013.30,9.70,24.50,0.00
90.00,19.40,15.70,22.10,1.20,5.70,2.10,16.80,85.60,19.20,1007.50,1012.40,1006.80,1009.60,0.70,21.60,0.00
90.00,16.80,14.30,19.60,0.00,4.30,1.70,14.50,86.90,16.50,1007.50,1011.60,1008.20,1009.60,1.60,20.10,0.00
90.00,17.70,12.90,22.40,0.00,3.70,1.50,10.60,66.00,12.80,1013.40,1019.50,1011.30,1015.60,11.10,21.90,0.00
90.00,19.00,13.00,24.50,0.00,3.90,1.60,13.60,71.80,15.70,1019.40,1022.80,1019.50,1021.60,11.70,22.70,0.00
90.00,18.00,12.90,23.30,0.00,3.90,1.70,12.80,72.60,14.80,1020.40,1024.10,1021.10,1022.60,11.60,22.70,0.00
90.00,17.50,12.50,22.20,0.00,2.90,1.30,12.10,72.40,14.10,1017.90,1021.50,1019.00,1020.00,10.30,22.90,0.00
90.00,18.10,15.20,20.80,0.00,3.20,1.80,12.40,70.10,14.40,1017.50,1020.50,1018.60,1019.60,2.30,21.60,0.00
90.00,18.50,15.40,22.10,0.00,3.80,1.90,15.10,81.30,17.20,1016.20,1019.70,1017.10,1018.30,8.50,23.70,0.00
90.00,18.40,13.70,22.50,0.00,4.20,2.00,14.80,80.60,16.90,1011.60,1017.60,1011.70,1013.80,10.70,23.60,0.00
90.00,19.30,14.30,23.40,0.00,3.00,1.40,17.20,88.30,19.70,1010.10,1013.30,1010.80,1012.20,10.10,24.50,0.00
90.00,19.60,15.90,23.80,0.00,2.70,1.40,17.40,88.10,20.10,1012.50,1016.60,1012.00,1014.60,10.90,24.60,0.00
90.00,19.50,15.00,24.20,0.00,4.40,1.90,17.30,87.80,19.80,1013.90,1018.20,1014.10,1016.10,10.90,24.50,0.00
90.00,19.10,15.40,22.30,0.00,5.80,1.80,17.20,88.90,19.70,1009.80,1014.20,1010.60,1011.90,4.20,23.10,0.00
90.00,18.90,15.70,23.50,0.00,2.60,1.50,16.30,85.60,18.60,1007.30,1010.80,1008.00,1009.40,10.60,23.60,0.00
90.00,19.30,15.90,23.10,0.00,3.60,1.60,16.70,85.80,19.10,1006.30,1009.50,1007.20,1008.40,9.80,24.80,0.00
90.00,19.10,15.70,23.10,0.00,2.70,1.40,16.90,87.30,19.30,1008.80,1012.70,1008.70,1010.90,8.00,23.80,0.00
90.00,18.80,13.90,23.50,0.00,3.50,1.70,15.10,80.10,17.40,1012.50,1016.30,1012.70,1014.60,10.70,24.20,0.00
90.00,19.50,15.30,25.00,0.00,4.10,1.30,9.70,55.40,12.50,1017.10,1022.40,1014.60,1019.20,2.80,22.30,0.00
90.00,17.90,14.60,21.80,0.00,4.20,2.00,9.00,57.00,11.50,1024.10,1027.90,1022.40,1026.30,4.20,21.40,0.00
90.00,17.50,13.70,23.50,0.00,4.20,1.80,10.60,66.10,12.80,1019.70,1026.80,1015.10,1021.80,2.40,21.50,0.00
90.00,16.00,13.90,19.50,14.80,7.70,1.80,12.30,80.40,14.60,998.40,1015.00,991.40,1000.50,0.00,18.50,0.00
90.00,17.30,10.40,21.90,0.00,8.80,3.20,0.10,32.80,6.60,1007.30,1010.90,1004.60,1009.40,10.90,16.80,0.00
90.00,20.80,14.50,26.20,0.00,6.30,2.80,2.30,32.40,7.90,1012.60,1021.60,1010.40,1014.70,10.40,20.00,0.00
90.00,14.40,10.50,19.20,0.00,3.00,1.50,0.50,41.40,6.50,1022.90,1027.40,1021.60,1025.10,9.70,18.20,0.00
90.00,16.50,10.10,22.10,0.00,4.80,1.70,7.90,58.80,10.80,1020.60,1025.20,1020.40,1022.70,10.70,18.90,0.00
90.00,18.00,11.60,24.10,0.00,4.10,1.40,8.70,56.40,11.40,1017.20,1021.30,1017.50,1019.40,10.10,19.50,0.00
90.00,18.30,13.50,22.50,0.00,3.10,1.40,13.20,73.50,15.50,1015.10,1019.00,1015.30,1017.30,8.20,20.10,0.00
90.00,17.50,14.10,21.10,0.00,3.20,1.40,14.90,85.40,17.10,1008.60,1015.30,1007.40,1010.70,6.40,21.10,0.00
90.00,16.60,10.50,21.20,0.00,6.60,2.40,1.70,32.60,6.10,1005.80,1011.00,1005.30,1007.90,9.40,19.90,0.00
90.00,13.80,10.10,18.80,0.00,5.80,2.20,3.70,51.00,8.00,1006.30,1011.30,1006.40,1008.50,6.80,17.40,0.00
90.00,11.60,8.50,15.00,0.00,5.50,2.40,0.60,47.30,6.50,1007.80,1012.70,1007.80,1010.00,4.70,13.90,0.00
90.00,13.20,8.10,16.70,0.00,5.10,2.20,0.40,40.00,6.00,1012.40,1017.20,1012.20,1014.60,10.40,16.00,0.00
90.00,17.10,10.90,22.30,0.00,6.20,2.90,0.90,34.60,6.70,1014.20,1017.50,1014.40,1016.30,10.60,18.20,0.00
90.00,15.30,10.70,18.40,0.00,4.60,2.00,9.10,67.80,11.60,1017.80,1021.10,1017.40,1020.00,10.30,19.00,0.00
90.00,14.40,9.90,20.30,0.00,2.60,1.30,11.50,83.10,13.70,1017.50,1021.10,1018.80,1019.70,10.00,19.00,0.00
90.00,15.00,10.40,19.80,0.00,2.40,1.30,12.70,87.00,14.90,1017.60,1020.60,1019.00,1019.80,10.00,19.40,0.00
90.00,16.50,9.60,22.10,0.00,5.30,1.90,10.20,68.40,12.70,1017.10,1021.10,1017.80,1019.30,10.20,18.70,0.00
90.00,18.80,13.50,25.20,0.00,8.10,2.10,9.70,59.10,12.40,1017.10,1022.30,1017.40,1019.20,9.40,19.80,0.00
90.00,16.20,13.10,20.50,0.00,5.20,1.70,12.40,79.80,14.50,1014.70,1022.30,1012.40,1016.80,5.40,19.00,0.00
90.00,17.20,13.50,20.10,0.00,5.00,2.30,12.20,73.90,14.30,1015.10,1019.00,1013.20,1017.20,4.60,18.60,0.00
90.00,14.50,11.70,19.10,5.60,5.00,2.10,12.70,89.90,14.80,1017.40,1024.30,1016.80,1019.60,5.60,17.50,0.00
90.00,12.10,10.30,13.80,7.00,4.50,0.90,10.00,87.50,12.30,1021.60,1026.10,1021.30,1023.80,0.00,15.00,0.00
90.00,14.60,12.10,18.60,0.00,2.50,0.90,12.00,85.00,14.00,1015.50,1021.30,1014.70,1017.70,0.40,15.70,0.00
90.00,17.80,12.40,24.10,0.00,6.00,2.60,9.00,58.30,11.50,1015.00,1024.50,1013.50,1017.10,9.00,18.30,0.00
90.00,13.10,9.60,17.50,0.00,4.20,2.00,6.40,65.30,9.60,1023.30,1027.20,1024.40,1025.50,9.50,15.40,0.00
90.00,12.70,7.50,16.40,0.00,3.40,1.30,8.20,75.50,11.00,1016.40,1024.60,1010.60,1018.60,2.40,13.70,0.00
90.00,14.10,9.10,19.00,0.00,6.10,2.30,1.30,46.80,7.70,1005.30,1013.20,1003.40,1007.50,5.80,15.50,0.00
90.00,11.40,7.50,15.80,0.00,7.10,3.10,10.00,21.80,2.90,1014.20,1019.90,1013.30,1016.40,10.10,12.70,0.00
90.00,9.00,4.00,14.00,0.00,5.60,2.30,9.90,28.50,3.20,1018.20,1022.20,1018.20,1020.40,9.50,11.60,0.00
90.00,6.40,2.30,11.60,0.00,4.70,1.90,13.60,23.90,2.20,1022.60,1027.80,1021.50,1024.80,10.10,10.30,0.00
90.00,5.20,1.00,10.60,0.00,3.00,1.40,8.80,37.50,3.20,1025.70,1029.40,1027.20,1028.00,10.00,9.80,0.00
90.00,8.60,1.20,13.70,0.00,3.10,1.40,4.80,38.80,4.40,1021.90,1027.20,1021.00,1024.10,5.80,9.90,0.00
90.00,12.10,7.50,17.20,0.00,4.20,1.50,4.70,31.40,4.50,1017.60,1022.20,1017.50,1019.80,6.60,13.10,0.00
90.00,11.60,6.10,17.60,0.00,3.80,1.50,1.70,52.00,7.00,1024.70,1028.60,1022.00,1026.90,9.80,12.60,0.00
90.00,11.70,5.10,17.70,0.00,3.80,1.20,1.90,52.40,7.30,1023.60,1028.20,1023.90,1025.80,9.90,12.50,0.00
90.00,13.30,8.50,21.70,0.00,5.10,1.50,3.00,53.30,8.00,1022.20,1027.50,1022.30,1024.40,6.70,13.60,0.00
90.00,11.20,9.10,13.70,1.60,6.20,4.20,7.30,77.00,10.30,1028.80,1032.70,1027.30,1031.00,0.00,12.30,0.00
90.00,10.50,8.80,11.90,56.50,7.10,4.30,9.20,92.00,11.60,1025.70,1032.00,1023.80,1027.90,0.00,11.30,0.00
90.00,10.30,9.60,11.10,35.50,6.00,3.80,9.00,91.90,11.50,1018.70,1023.80,1018.10,1020.90,0.00,11.60,0.00
90.00,9.50,8.90,10.90,27.70,4.10,1.60,8.40,92.90,11.00,1015.90,1020.50,1016.30,1018.10,0.00,11.60,0.00
90.00,9.80,7.90,12.30,5.00,5.30,2.00,8.20,90.40,10.90,1021.40,1026.70,1020.40,1023.60,4.50,11.70,0.00
90.00,9.30,7.90,10.70,67.50,5.10,2.10,8.10,92.30,10.80,1028.40,1033.00,1026.50,1030.60,0.00,10.60,0.00
90.00,10.40,9.20,11.50,6.20,3.80,1.00,9.30,93.00,11.70,1029.80,1033.70,1030.50,1032.00,0.00,11.40,0.00
90.00,10.30,9.30,11.80,31.90,1.90,0.70,9.20,92.90,11.60,1022.40,1030.50,1017.90,1024.60,0.00,11.50,0.00
90.00,11.50,10.40,13.00,50.70,5.20,2.20,10.40,93.00,12.60,1013.10,1017.90,1013.80,1015.30,0.00,12.70,0.00
90.00,13.20,8.20,19.00,0.00,3.30,1.30,7.40,71.40,10.40,1016.40,1020.90,1017.00,1018.60,8.30,12.90,0.00
90.00,11.50,8.40,14.10,12.50,4.60,1.50,9.30,86.80,11.70,1016.20,1020.70,1016.90,1018.40,0.30,11.90,0.00
90.00,10.90,9.10,12.40,1.50,4.90,1.50,8.70,87.10,11.30,1018.50,1025.00,1017.00,1020.70,0.10,12.30,0.00
90.00,8.30,6.10,11.40,21.30,7.30,3.80,6.40,88.30,9.60,1023.10,1027.30,1023.80,1025.40,0.00,9.70,0.00
90.00,7.50,5.90,9.10,0.60,3.80,1.00,5.90,90.00,9.30,1021.80,1026.50,1022.20,1024.00,0.00,9.50,0.00
90.00,9.50,5.40,14.20,0.00,4.10,1.50,4.30,72.80,8.40,1020.40,1025.30,1020.70,1022.60,5.20,9.80,0.00
90.00,8.60,5.00,11.70,0.00,4.70,1.60,3.80,73.40,8.00,1025.50,1029.30,1025.00,1027.70,7.90,9.50,0.00
90.00,8.00,5.80,9.90,60.00,7.20,2.70,6.30,89.90,9.60,1028.50,1032.80,1028.90,1030.70,0.00,9.20,0.00
90.00,5.60,4.80,7.70,38.30,6.60,2.80,4.40,92.40,8.40,1025.40,1031.60,1024.60,1027.70,0.00,7.70,0.00
90.00,3.70,1.70,5.90,22.00,6.90,2.20,2.20,90.00,7.20,1025.80,1030.20,1024.40,1028.10,0.00,5.70,0.00
90.00,2.30,0.10,4.60,24.70,4.20,1.10,0.20,85.10,6.10,1016.20,1026.70,1012.20,1018.40,0.20,4.60,0.00
90.00,0.20,2.20,3.80,0.00,8.10,3.30,11.30,41.90,2.60,1008.70,1014.00,1008.70,1011.00,8.90,2.00,0.00
90.00,0.20,3.20,2.80,0.00,7.20,2.50,14.90,31.80,1.90,1016.80,1024.70,1013.80,1019.10,9.10,1.30,0.00
90.00,2.60,1.10,5.70,0.00,7.00,2.30,7.80,46.40,3.40,1025.10,1029.20,1024.50,1027.40,5.80,2.40,0.00
90.00,2.90,0.90,7.00,0.00,2.80,1.00,2.00,71.50,5.40,1023.60,1029.20,1020.90,1025.90,1.10,2.60,0.00
90.00,5.50,1.20,9.40,0.00,7.40,2.30,3.00,56.10,5.00,1020.10,1025.70,1019.60,1022.30,8.40,5.20,0.00
90.00,3.90,0.70,8.30,0.00,2.30,1.50,2.40,64.00,5.20,1023.00,1027.80,1022.80,1025.20,8.80,4.10,0.00
90.00,6.30,2.00,9.30,0.00,5.50,1.90,1.50,75.50,7.30,1010.60,1022.80,1008.20,1012.80,0.10,5.60,0.00
90.00,1.30,2.80,4.50,0.20,8.20,3.80,11.10,38.90,2.70,1006.10,1010.30,1005.50,1008.30,6.30,2.30,0.00
90.00,1.30,3.50,4.50,0.00,6.40,3.50,14.20,30.60,2.10,1011.90,1017.30,1009.30,1014.10,9.00,0.90,0.00
90.00,5.40,2.00,9.60,0.00,6.60,2.70,11.30,30.30,2.60,1018.20,1026.00,1016.60,1020.40,8.70,3.10,0.00
90.00,3.10,1.00,8.40,0.00,2.70,1.50,5.90,52.40,4.00,1025.00,1030.10,1025.60,1027.30,7.50,2.90,0.00
90.00,4.70,2.10,6.30,0.00,2.40,1.30,0.20,71.10,6.10,1028.50,1031.70,1029.80,1030.80,0.10,4.70,0.00
90.00,4.60,0.50,9.40,0.00,2.30,0.90,1.60,81.80,6.90,1029.30,1033.00,1030.50,1031.60,2.90,5.60,0.00
90.00,5.90,0.60,10.90,0.00,2.60,1.20,1.80,60.00,5.40,1026.10,1031.30,1025.70,1028.40,3.00,4.50,0.00
90.00,7.40,3.90,10.20,0.00,6.00,1.70,4.10,80.30,8.30,1017.00,1025.80,1015.00,1019.20,0.00,6.60,0.00
90.00,5.60,2.40,7.90,1.30,7.50,3.30,0.60,65.30,6.00,1019.70,1027.20,1014.90,1022.00,3.50,6.60,0.00
90.00,2.90,0.10,7.20,0.00,2.70,1.40,3.10,65.30,4.90,1023.80,1028.70,1024.40,1026.10,5.20,4.00,0.00
90.00,4.30,0.30,7.60,0.00,2.90,1.30,0.20,73.30,6.00,1022.70,1025.70,1024.00,1024.90,3.20,4.00,0.00
90.00,5.50,3.80,7.90,0.00,1.80,0.70,1.40,75.90,6.80,1018.90,1025.40,1017.70,1021.10,0.10,6.20,0.00
90.00,6.40,4.00,9.00,0.00,6.30,2.80,3.50,51.50,4.90,1013.10,1017.80,1013.50,1015.30,4.40,5.90,0.00
90.00,0.80,3.10,4.30,0.00,5.50,3.00,16.30,27.60,1.80,1013.50,1019.40,1012.50,1015.70,8.60,2.00,0.00
90.00,2.70,6.60,2.00,0.00,3.50,1.20,18.00,30.30,1.50,1021.60,1026.90,1019.30,1023.90,8.80,0.30,0.00
90.00,1.00,5.50,6.90,0.00,5.70,1.90,17.20,29.60,2.00,1026.10,1032.60,1025.70,1028.40,8.80,0.00,0.00
90.00,1.30,1.90,6.60,0.00,3.10,1.60,9.40,45.80,3.10,1030.80,1035.30,1031.90,1033.10,8.80,1.20,0.00
90.00,4.30,2.10,7.30,0.00,4.20,1.40,14.10,25.40,2.10,1024.90,1032.10,1024.50,1027.20,0.70,1.70,0.00
90.00,4.70,0.10,8.80,0.20,4.00,1.30,5.40,49.40,4.20,1022.20,1027.40,1022.60,1024.50,3.80,4.00,0.00
90.00,3.60,0.10,7.70,0.00,3.60,1.50,4.20,59.00,4.70,1026.30,1030.50,1026.50,1028.60,8.50,2.70,0.00
90.00,4.00,1.00,7.20,0.00,1.90,0.90,1.60,84.80,6.90,1019.70,1026.50,1019.50,1021.90,1.10,4.70,0.00
90.00,3.90,0.90,8.30,0.00,4.80,1.70,6.80,46.90,3.80,1015.40,1019.50,1016.00,1017.70,4.70,2.60,0.00
90.00,1.40,2.20,5.00,0.00,4.30,2.00,16.90,26.00,1.70,1015.70,1020.20,1015.80,1018.00,8.70,1.20,0.00
90.00,3.60,1.20,8.00,0.00,5.70,2.80,9.60,38.50,3.10,1014.80,1024.30,1013.60,1017.00,5.50,2.80,0.00
90.00,3.00,5.50,0.50,0.00,3.90,1.90,15.40,39.90,2.00,1025.90,1029.60,1024.30,1028.20,6.90,0.20,0.00
90.00,2.50,7.20,1.60,0.00,5.80,2.10,0.00,0.00,0.00,1025.80,1029.90,1026.80,1028.10,8.90,2.00,0.00
90.00,0.10,6.40,5.70,0.00,3.30,1.30,0.00,0.00,0.00,1027.20,1030.30,1028.10,1029.50,8.00,1.30,0.00
90.00,2.40,2.60,6.50,0.00,2.80,1.10,6.10,54.10,3.90,1025.40,1030.10,1025.60,1027.70,7.00,0.80,0.00
90.00,2.00,1.40,5.20,0.00,5.10,1.90,2.10,75.60,5.40,1026.00,1029.80,1025.30,1028.30,3.30,2.10,0.00
90.00,3.60,2.30,7.60,0.00,6.30,2.30,7.40,44.90,3.60,1024.20,1029.70,1022.50,1026.50,8.70,1.40,0.00
90.00,8.40,5.00,11.50,0.00,8.00,3.10,1.40,50.40,5.50,1017.00,1022.70,1017.10,1019.20,8.20,5.40,0.00
90.00,6.70,2.40,9.80,0.00,5.30,1.90,3.10,80.00,7.70,1015.60,1019.20,1016.20,1017.80,5.20,5.00,0.00
90.00,5.40,0.80,9.00,0.00,5.90,2.70,11.20,32.60,3.00,1017.20,1022.80,1016.20,1019.40,8.40,4.20,0.00
90.00,0.60,2.60,4.40,0.00,6.10,2.50,22.30,16.80,1.10,1021.40,1025.10,1022.00,1023.70,8.30,1.30,0.00
90.00,0.50,4.70,6.30,0.00,5.10,2.00,13.10,36.40,2.30,1018.60,1024.10,1018.50,1020.90,8.40,0.20,0.00
90.00,0.40,4.00,3.70,0.00,4.10,1.90,17.50,28.30,1.60,1018.40,1022.60,1019.00,1020.70,8.90,0.20,0.00
90.00,1.10,3.40,2.30,0.00,5.00,2.40,18.80,25.10,1.40,1017.00,1021.20,1017.80,1019.30,9.10,0.90,0.00
90.00,0.10,3.90,3.60,0.00,5.60,2.80,15.10,32.00,1.90,1019.10,1022.80,1019.90,1021.40,9.00,0.40,0.00
90.00,1.80,1.30,5.80,0.00,5.20,2.40,15.30,30.10,2.10,1020.90,1024.90,1021.70,1023.20,8.70,1.50,0.00
90.00,2.00,5.40,1.30,0.00,4.50,2.10,17.70,30.90,1.60,1022.50,1026.50,1023.90,1024.80,9.00,1.10,0.00
90.00,1.80,7.10,2.30,0.00,5.00,2.10,18.90,26.60,1.40,1018.10,1024.00,1017.30,1020.40,8.90,1.20,0.00
90.00,2.30,5.90,1.30,0.00,4.70,2.70,15.90,35.50,1.90,1013.90,1017.80,1013.90,1016.20,8.50,1.20,0.00
90.00,2.90,7.60,0.90,0.00,7.10,2.70,17.50,33.60,1.70,1017.20,1020.60,1017.20,1019.50,8.40,1.60,0.00
90.00,1.70,4.00,2.20,0.00,3.40,1.70,11.20,49.40,2.60,1019.00,1022.80,1019.80,1021.30,8.90,1.00,0.00
90.00,0.10,5.00,5.10,0.00,3.70,1.40,6.60,64.50,3.90,1021.00,1024.30,1022.10,1023.30,0.00,0.50,0.00
90.00,1.50,1.60,4.30,0.00,3.80,1.70,0.00,89.90,6.20,1015.60,1022.80,1011.70,1017.90,0.00,1.60,0.00
90.00,2.90,11.40,3.50,0.00,6.80,3.20,14.70,48.60,2.90,1004.30,1011.70,1003.50,1006.60,0.00,0.50,0.00
90.00,10.00,13.10,7.00,0.00,8.20,3.50,26.40,25.40,0.70,1010.60,1020.90,1008.30,1013.00,0.00,5.20,0.00
90.00,6.30,11.00,0.50,0.00,5.80,2.40,17.80,40.10,1.60,1023.90,1028.10,1020.90,1026.30,0.00,3.30,0.00
90.00,4.00,8.60,0.30,0.00,4.60,2.20,16.90,36.50,1.70,1023.80,1027.50,1023.80,1026.20,3.30,1.60,0.00
90.00,3.40,6.60,0.10,0.00,4.40,2.20,21.20,24.80,1.20,1026.20,1030.00,1026.90,1028.50,6.10,2.00,0.00
90.00,8.30,13.40,4.40,0.00,8.70,3.90,29.70,16.60,0.50,1022.50,1029.60,1020.60,1024.90,8.80,4.10,0.00
90.00,10.50,16.40,4.10,0.00,5.20,2.20,27.90,23.30,0.60,1016.50,1021.20,1016.40,1018.90,9.20,6.10,0.00
90.00,6.90,12.40,2.10,0.00,3.40,1.50,19.80,35.10,1.30,1021.10,1025.60,1021.10,1023.50,9.30,3.80,0.00
90.00,1.00,7.80,3.20,0.00,7.50,3.40,13.10,39.40,2.30,1019.10,1023.00,1019.00,1021.40,9.20,1.00,0.00
90.00,1.70,1.30,5.30,0.00,6.80,3.70,14.10,31.60,2.10,1024.00,1028.80,1022.50,1026.30,9.00,1.70,0.00
90.00,0.10,3.70,5.60,0.00,3.70,1.70,11.80,42.80,2.60,1026.70,1030.10,1027.90,1029.00,0.90,0.00,0.00
90.00,0.30,2.10,1.30,2.90,4.80,2.10,3.60,81.90,4.90,1026.10,1029.80,1027.20,1028.40,0.00,0.40,0.00
90.00,0.90,1.80,0.20,3.70,4.00,1.40,1.00,99.00,5.70,1024.30,1028.40,1025.00,1026.60,0.00,0.20,0.00
90.00,1.90,4.30,1.30,0.00,5.70,2.00,5.90,76.30,4.00,1024.10,1028.10,1025.20,1026.40,8.70,0.20,0.00
90.00,3.50,7.20,0.30,0.00,4.30,1.60,15.40,39.50,1.90,1024.20,1028.00,1025.00,1026.50,9.40,1.00,0.00
90.00,4.10,9.40,0.20,0.00,2.60,1.40,14.80,44.40,2.00,1024.00,1027.10,1025.10,1026.40,9.60,1.50,0.00
90.00,1.60,7.90,2.90,0.00,3.10,1.40,14.40,37.10,2.00,1022.40,1026.50,1023.00,1024.70,9.70,0.90,0.00
90.00,2.20,1.40,7.10,0.00,4.80,2.50,13.80,31.30,2.20,1018.90,1023.90,1018.60,1021.20,9.60,0.80,0.00
90.00,0.30,2.50,3.70,0.00,5.30,2.60,17.50,26.80,1.70,1018.00,1022.30,1018.80,1020.30,9.70,0.50,0.00
90.00,3.60,6.70,0.80,4.30,5.30,1.90,7.60,79.80,3.80,1019.80,1024.50,1019.40,1022.10,0.80,1.30,0.00
90.00,1.90,7.70,3.20,0.00,2.90,1.50,11.10,54.90,2.70,1018.10,1024.30,1018.00,1020.40,9.80,0.40,0.00
