지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr),다음날
90,2017-06-27,20.9,18,230,24.4,1456,,,,,,,8.4,160,1648,4.9,160,1656,1.4,1247,140,19.3,75,1648,91.1,22.4,1008.5,1011.5,617,1009.5,1706,1010.6,14.8,11,,,,,,,,,,,26.4,16.7,,,,,,,,,,,,,,,X
90,2017-06-28,21.7,19.7,4,25.2,1504,,,,,,,7.2,340,223,4.8,360,229,1.6,1377,360,19.9,74,1343,89.6,23.2,1010.2,1013.1,826,1010.6,4,1012.3,14.8,3,,,,,,,,,,,26.5,19,,,,,,,,,,,,,,,X
90,2017-06-29,22.5,20.3,226,26.2,1305,,,,,,,6.3,110,1410,3.4,160,1456,1.2,1014,140,20.5,75,1259,89.3,24.2,1008.3,1013,651,1007.9,2359,1010.4,14.8,8.1,,,,,,,,,,,26.9,19,,,,,,,,,,,,,,,X
90,2017-06-30,26,20.2,3,29.5,2152,,,,,,,7.8,180,1520,5.1,160,1525,1.6,1418,160,18.8,42,2334,66,21.8,1003.6,1007.9,1,1003.6,1807,1005.6,14.8,9.6,,,,,,,,,,,28.1,18,,,,,,,,,,,,,,,X
90,2017-07-01,28.9,25.6,128,32.1,1239,,,,,,,9.7,290,2342,5.1,230,2304,1.7,1510,270,18.4,42,1215,53.5,21.1,1001.8,1005,2309,1002.4,1759,1003.8,14.8,3.6,,,,,,,,,,,28,20.4,,,,,,,,,,,,,,,X
90,2017-07-02,24.4,21,2245,29.8,130,,2.9,618,8.7,537,18.8,11.7,230,112,5.6,200,31,2,1699,160,22.2,52,130,88.6,26.8,1003.4,1007,740,1003.7,155,1005.5,14.8,0.2,,,,,,,,,,,25.2,21.2,,,,,,,,,,,,,,,X
90,2017-07-03,23.5,20.9,601,26.6,1103,,10,518,16.4,453,49.2,7.4,160,4,3.9,160,10,1.5,1275,140,21.9,76,2101,91.3,26.3,1001.9,1005.1,836,1002.9,1603,1004,14.8,2.9,,,,,,,,,,,25.6,21.2,,,,,,,,,,,,,,,X
90,2017-07-04,22.3,20.9,2355,24.9,7,,,,,,,6.3,340,425,4.5,360,430,1.4,1193,360,21.2,82,6,94.1,25.2,1004.6,1009.3,2248,1004.2,10,1006.7,14.8,1.7,,,,,,,,,,,24.9,19.7,,,,,,,,,,,,,,,X
90,2017-07-05,22.8,18.9,528,26.5,1721,,,,,,,6,160,1522,3.3,160,1527,1.3,1082,140,20.6,73,1707,88,24.3,1008.4,1011.3,920,1008.9,8,1010.5,14.7,10.4,,,,,,,,,,,27.1,18.2,,,,,,,,,,,,,,,X
90,2017-07-06,23.1,20,115,27.2,1321,,,,,,,5.8,160,1744,3.6,160,1813,1.2,1060,140,21.2,70,847,90.1,25.3,1008.1,1011.8,911,1008.9,1653,1010.2,14.7,12.1,,,,,,,,,,,27.7,18.8,,,,,,,,,,,,,,,X
90,2017-07-07,23,20.5,214,26,1328,,1,2346,2.7,2256,3.1,4.7,360,204,3.3,360,212,1,897,20,21.8,81,1258,93.8,26.1,1006.1,1009.9,817,1006.2,2217,1008.1,14.7,0.1,,,,,,,,,,,26.3,21.1,,,,,,,,,,,,,,,X
90,2017-07-08,23.8,22.1,141,27.4,1636,,9.9,916,32.4,851,67.6,7.2,360,935,4.6,360,936,1.1,951,140,22.7,80,2300,94.4,27.6,1003.3,1007.1,921,1003.3,1704,1005.4,14.7,2.6,,,,,,,,,,,25.5,22.2,,,,,,,,,,,,,,,X
90,2017-07-09,28,23.4,207,32.4,856,,,,,,,6.5,160,1449,3.5,160,1405,1.3,1100,160,23.1,58,851,75.6,28.3,1002.6,1006.2,455,1002.7,2338,1004.6,14.7,10.2,,,,,,,,,,,28.6,21.4,,,,,,,,,,,,,,,X
90,2017-07-10,23.4,21.2,2234,26.4,22,,1.3,1905,3.5,1817,9.3,5.1,340,2310,3.5,360,2316,0.9,819,140,22.4,87,27,94.6,27.1,997.8,1002.8,1,998.4,1505,999.9,14.7,0,,,,,,,,,,,25.4,22.2,,,,,,,,,,,,,,,X
90,2017-07-11,28.9,21.6,127,33.9,1546,,2.4,3,7.7,2,12.5,8.2,270,1743,4.2,290,1703,1.6,1365,270,20.6,40,1407,63.4,24.2,1001.8,1006.6,2324,1000.2,240,1003.8,14.7,10.7,,,,,,,,,,,28.1,22.3,,,,,,,,,,,,,,,X
90,2017-07-12,29.3,23.8,315,34.2,1525,,,,,,,5.4,230,12,2.5,230,12,0.9,785,320,20.6,46,1434,60.5,24.3,1004.6,1007.9,828,1005.1,1833,1006.6,14.6,13.6,,,,,,,,,,,29.4,20.7,,,,,,,,,,,,,,,X
90,2017-07-13,27.3,23.1,436,31.2,1121,,,,,,,4.1,110,36,2.5,110,118,0.9,767,140,20.9,48,1133,68.9,24.7,1002.4,1005.9,707,1003.2,2103,1004.4,14.6,13.7,,,,,,,,,,,29.8,20.7,,,,,,,,,,,,,,,X
90,2017-07-14,29.5,24.3,42,34.6,1109,,,,,,,7.8,270,1016,4.9,160,1557,1.6,1364,140,21.4,48,2023,62.4,25.5,1003.3,1006.3,1144,1003.4,17,1005.4,14.6,12,,,,,,,,,,,30.8,21.5,,,,,,,,,,,,,,,X
90,2017-07-15,27.9,25,302,32.6,1423,,0.7,1818,0.9,1801,1.5,6.1,230,1438,3.1,250,1133,1.1,962,270,21.7,52,1403,69.8,25.9,1005,1008.6,2309,1005.6,6,1007,14.6,2.4,,,,,,,,,,,28.4,23.2,,,,,,,,,,,,,,,X
90,2017-07-16,29.6,25.4,541,34.3,1347,,,,,,,8.5,270,2130,3.6,270,2252,1.4,1224,270,21.9,50,1347,64,26.3,1006.7,1009.7,2218,1007.2,245,1008.8,14.6,5.5,,,,,,,,,,,30.3,23.6,,,,,,,,,,,,,,,X
90,2017-07-17,30.6,27.5,2347,33.9,1446,,,,,,,9,230,412,4.2,230,628,1.7,1474,230,21.6,51,1015,58.9,25.7,1006.5,1010,828,1007.3,1800,1008.5,14.5,9.1,,,,,,,,,,,31.6,24.5,,,,,,,,,,,,,,,X
90,2017-07-18,29.1,25.4,2353,32.6,1004,,,,,,,7,140,1458,3.8,160,1501,1.4,1196,140,21.9,51,946,66,26.3,1004.9,1008.4,722,1006,1509,1006.9,14.5,13.2,,,,,,,,,,,32.4,23,,,,,,,,,,,,,,,X
90,2017-07-19,27.6,24.4,450,32.8,1352,,,,,,,7.3,160,1304,4.2,180,1329,1.1,912,160,23.2,55,1354,78,28.5,1003,1006.3,1,1003.3,1616,1005.1,14.5,12.4,,,,,,,,,,,33.3,22.7,,,,,,,,,,,,,,,X
90,2017-07-20,28.5,23.8,358,32.2,1446,,,,,,,8.9,160,1612,5,160,1635,1,897,140,23.9,59,1811,77.3,29.7,1002.8,1006.1,814,1003.4,1709,1004.8,14.5,10.9,,,,,,,,,,,33.8,23.2,,,,,,,,,,,,,,,X
90,2017-07-21,29.9,25.3,2335,34.9,1511,,5.1,2238,13.4,2233,18.7,10.7,270,901,5.5,360,2027,1.3,1118,270,23.7,51,1421,71.6,29.4,1004.3,1010.9,2322,1003.5,410,1006.3,14.4,2,,,,,,,,,,,31.2,25.4,,,,,,,,,,,,,,,X
90,2017-07-22,22.5,21.4,2052,25.3,1,,4.5,1736,8.8,1656,40.1,6.4,90,106,3.1,90,119,1.1,933,360,21.4,80,1311,94.4,25.6,1008.8,1012.7,645,1008.2,2342,1010.9,14.4,0,,,,,,,,,,,25.4,22,,,,,,,,,,,,,,,X
90,2017-07-23,22.3,21.9,216,22.9,1016,,1.4,553,5.7,413,25.2,5.1,340,857,3.3,360,1233,1.1,962,340,21.9,96,1025,97.8,26.2,1003.3,1008.2,1,1004.3,1550,1005.4,14.4,0,,,,,,,,,,,24.4,22.2,,,,,,,,,,,,,,,X
90,2017-07-24,23.4,21.9,209,26.1,1602,,2.3,1040,4.3,1012,9,4.7,180,1940,2.3,180,1945,0.5,436,140,22.8,89,1604,97.1,27.8,1000.9,1004.5,1,1001.5,1737,1002.9,14.4,0.5,,,,,,,,,,,25.2,22.1,,,,,,,,,,,,,,,X
90,2017-07-25,23.6,22.1,2333,25.7,1017,,0.9,1205,1,1201,2.8,6.3,110,1614,4.2,110,1614,1.3,1124,360,22.5,81,1814,93.5,27.2,1004.3,1009.9,2313,1002.3,204,1006.4,14.3,0.5,,,,,,,,,,,25.5,22.3,,,,,,,,,,,,,,,X
90,2017-07-26,24.1,20.7,2350,27.5,1042,,,,,,,6.1,140,1350,3.6,160,1343,1.5,1265,140,20.4,66,1251,80.9,24.1,1007.9,1011.4,803,1008.8,1716,1010,14.3,10.7,,,,,,,,,,,27.3,20.7,,,,,,,,,,,,,,,X
90,2017-07-27,23.1,19.7,207,26.2,1241,,0,,0,,0,4.5,160,1051,2.7,160,1215,0.9,797,140,20.5,75,1224,86,24.2,1007,1009.7,703,1008.4,328,1009.1,14.3,0.9,,,,,,,,,,,25.6,19.7,,,,,,,,,,,,,,,X
90,2017-07-28,22.5,21.4,838,23.6,1334,,1.8,532,5.5,509,7.6,3.3,340,1555,2.3,360,1601,0.4,383,90,21.8,90,1330,96,26.1,1007.1,1010.3,2302,1007.9,309,1009.2,14.3,0,,,,,,,,,,,24.7,22.3,,,,,,,,,,,,,,,X
90,2017-07-29,23.2,21.9,611,26.3,1520,,0.8,631,1.6,623,4.9,3.7,140,1510,2.3,160,1825,0.8,683,180,21.7,81,1522,91.8,26,1007.8,1010.9,944,1009.1,2400,1009.9,14.2,0.3,,,,,,,,,,,25.2,21.5,,,,,,,,,,,,,,,X
90,2017-07-30,23.8,21.7,149,27.7,1248,,,,,,,7.4,340,1542,4.7,340,1554,1.7,1491,360,21.7,79,1249,88.5,26,1005.9,1009.5,2158,1006.4,1307,1008,14.2,3.2,,,,,,,,,,,26.3,21.7,,,,,,,,,,,,,,,X
90,2017-07-31,22.9,21.8,229,23.9,955,,,,,,,5.2,360,141,3.2,340,128,1.2,1030,360,20.9,83,858,88.9,24.8,1008.2,1011.4,2318,1008.7,105,1010.3,14.2,0,,,,,,,,,,,24.8,22,,,,,,,,,,,,,,,X
90,2017-08-01,23.8,21.7,535,25.6,1327,,,,,,,3.9,20,1107,2.8,20,1108,0.8,712,20,21.7,81,1328,88.5,26,1009.1,1012.5,1035,1010.5,158,1011.2,14.1,1.2,,,,,,,,,,,26.2,21.7,,,,,,,,,,,,,,,X
90,2017-08-02,24.7,22.8,659,27.4,1348,,,,,,,3.7,140,1230,2.2,110,1020,0.8,719,140,22.4,77,1315,87.5,27.1,1007.4,1011.5,2,1008.1,1943,1009.5,14.1,0.5,,,,,,,,,,,26.9,22.8,,,,,,,,,,,,,,,X
90,2017-08-03,25.2,21.4,538,28.6,1318,,,,,,,5.4,160,1603,3.2,160,1634,1.5,1319,160,22.7,75,1444,86.5,27.6,1005.5,1008.5,31,1006.4,1655,1007.6,14.1,9.9,,,,,,,,,,,28.6,20.9,,,,,,,,,,,,,,,X
90,2017-08-04,25.7,21.9,541,28.9,1141,,,,,,,3.8,110,1202,2.7,110,1204,1.1,952,110,23.8,75,1114,89.4,29.5,1004.6,1007.7,1,1005.4,1802,1006.7,14,10.3,,,,,,,,,,,30.1,21.3,,,,,,,,,,,,,,,X
90,2017-08-05,26.7,25.1,2349,30.3,1159,,,,,,,5,20,1338,3.6,20,1310,0.6,543,20,25,79,1201,90.5,31.6,1002.5,1006.2,17,1002.8,1952,1004.5,14,2.7,,,,,,,,,,,30.5,24.1,,,,,,,,,,,,,,,X
90,2017-08-06,26.6,24.7,101,29,1200,,2,1940,3.1,1922,3.3,3.9,20,1119,3.2,20,1128,0.7,597,20,25.1,83,1202,92.3,32,999.4,1003.5,16,999.2,1526,1001.4,14,1.6,,,,,,,,,,,29.6,24.1,,,,,,,,,,,,,,,X
90,2017-08-07,26.3,23.5,557,29.4,1352,,1.3,52,1.9,38,3.4,5.3,20,953,3.6,20,1058,1,827,20,24.2,77,1353,88.6,30.3,996.8,1000.5,1,997.5,1742,998.8,13.9,9.9,,,,,,,,,,,31.5,23.5,,,,,,,,,,,,,,,X
90,2017-08-08,26.9,24,2351,30.1,1129,,,,,,,6,290,321,3.5,290,312,1.1,978,20,22.9,62,244,79.4,28.1,997.1,999.8,730,998,222,999.1,13.9,7.3,,,,,,,,,,,31,22.5,,,,,,,,,,,,,,,X
90,2017-08-09,24.6,22.8,2345,27.4,1138,,1.7,2308,5.3,2259,6.4,5,20,1131,2.6,360,1134,0.7,613,320,22.9,82,950,91,28,997.1,1000.8,2111,998.2,714,999.2,13.9,0.1,,,,,,,,,,,26.3,23.1,,,,,,,,,,,,,,,X
90,2017-08-10,23,22,2342,23.9,1524,,3.3,814,12.4,415,74.9,7,90,1249,3.5,110,1254,0.9,786,50,22.5,95,917,97.6,27.2,1000.5,1005.1,2337,1000,2,1002.6,13.8,0,,,,,,,,,,,24.6,22.4,,,,,,,,,,,,,,,X
90,2017-08-11,23,21.6,2359,25.3,1439,,10.5,337,27.4,321,54.4,7.5,90,417,4.1,70,423,1.3,1110,320,21.5,84,1454,91.9,25.7,1006.4,1011.3,2319,1004.9,41,1008.5,13.8,0.2,,,,,,,,,,,25.3,21.5,,,,,,,,,,,,,,,X
90,2017-08-12,23,20.8,2201,27.1,1322,,0.3,639,0.7,623,0.7,3.3,290,233,2.3,50,1135,0.9,798,270,20.4,72,1651,85.8,24,1010.5,1013.5,2309,1010.7,56,1012.6,13.8,2.6,,,,,,,,,,,26,20.5,,,,,,,,,,,,,,,X
90,2017-08-13,23.5,20.3,154,27.3,1300,,0,,0,,0,3.9,140,2004,2.2,110,1311,0.7,640,110,20.4,73,1232,83.3,24,1010.7,1013.7,1037,1011.9,2358,1012.8,13.7,3.7,,,,,,,,,,,26.2,20.3,,,,,,,,,,,,,,,X
90,2017-08-14,23.5,21.3,348,25.4,1233,,0.5,332,0.5,301,1,7.3,110,757,5,110,758,2,1769,110,20.9,72,951,86,24.7,1007.3,1011.8,1,1007.8,2337,1009.4,13.7,0,,,,,,,,,,,24.7,21.7,,,,,,,,,,,,,,,X
90,2017-08-15,21.4,19.2,1656,24.3,936,,3.5,1038,10.9,1115,65.3,10.2,90,1056,6.4,110,1136,2.1,1834,270,20.5,84,1411,95.3,24.2,1004.6,1007.9,1,1005.9,650,1006.7,13.7,0,,,,,,,,,,,22.9,19.9,,,,,,,,,,,,,,,X
90,2017-08-16,21.3,19.4,630,23.7,1537,,4.7,207,12.1,139,18.4,8.1,70,234,4,70,241,0.7,621,290,19.8,79,1527,91.6,23.1,1006.6,1009.8,2117,1007,120,1008.7,13.6,0,,,,,,,,,,,23.4,19.8,,,,,,,,,,,,,,,X
90,2017-08-17,21.2,20.3,205,22.1,1028,,1.1,1400,3.9,1328,24.3,4.8,110,1407,2.4,90,1523,0.6,481,290,20.9,89,1,98.5,24.7,1007.9,1011.2,2107,1008.9,456,1010,13.6,0,,,,,,,,,,,23.4,21,,,,,,,,,,,,,,,X
90,2017-08-18,21.9,20.8,459,23.6,1023,,14.8,2022,45.3,2014,89.4,7.5,360,1401,5.3,360,1351,1.1,916,320,21.4,91,1035,97.5,25.5,1010.1,1014,2312,1010.3,129,1012.2,13.6,0,,,,,,,,,,,23.4,20.9,,,,,,,,,,,,,,,X
90,2017-08-19,21.7,20.9,543,23.2,1538,,0.6,1652,1.5,18,4.4,3.1,360,819,1.8,340,246,0.5,399,20,21.2,94,1604,97.6,25.2,1012.1,1015.1,928,1013.4,342,1014.2,13.5,0,,,,,,,,,,,23.7,20.9,,,,,,,,,,,,,,,X
90,2017-08-20,21.7,21,511,22.5,1355,,2.3,815,7.5,728,31.1,5.3,140,1556,3.1,160,1623,0.5,401,140,21.3,96,1642,98.3,25.4,1009.4,1014,1,1009,2400,1011.5,13.5,0,,,,,,,,,,,23.1,21.4,,,,,,,,,,,,,,,X
90,2017-08-21,22.7,21.7,509,25.8,942,,2.6,1920,6.3,1419,18.6,5.3,340,1119,3.9,360,1124,0.9,736,360,22.1,86,936,96.8,26.6,1004.9,1009,1,1005.5,604,1007,13.5,2.1,,,,,,,,,,,24,21.7,,,,,,,,,,,,,,,X
90,2017-08-22,26.3,21.8,604,32.4,1536,,,,,,,8.2,290,1341,4.1,290,1348,1.1,959,270,22.2,54,1521,80.1,26.8,1007.9,1011.7,2152,1008.2,1,1009.9,13.4,9.1,,,,,,,,,,,28.3,21.9,,,,,,,,,,,,,,,X
90,2017-08-23,26,24.1,1958,28.5,950,,1.3,1918,1.6,1233,5.2,5.7,290,2400,2.7,180,1848,1,900,160,22.5,58,227,82.5,27.4,1007.4,1011.7,555,1005.9,2357,1009.5,13.4,0,,,,,,,,,,,25.8,22.4,,,,,,,,,,,,,,,X
90,2017-08-24,28.3,24,1342,31.4,739,,9,1404,19.2,1315,20,11.6,360,1303,7.7,360,1258,2,1712,270,22.1,54,2209,70.1,26.8,1000.5,1006.1,19,1000.4,1651,1002.5,13.3,2.5,,,,,,,,,,,25.8,20.8,,,,,,,,,,,,,,,X
90,2017-08-25,25.6,21.8,230,30.5,1124,,,,,,,6.4,340,2025,3.4,290,1235,1.5,1262,270,17.2,37,1332,61.1,19.8,1004.5,1008.5,2354,1004.7,1,1006.6,13.3,8.8,,,,,,,,,,,26.1,18.9,,,,,,,,,,,,,,,X
90,2017-08-26,24.9,20.5,2343,29.7,1626,,,,,,,10,290,249,5.8,290,254,1.4,1191,290,11.4,25,1121,44.5,13.6,1009.7,1014.4,2359,1008,107,1011.8,13.3,12.6,,,,,,,,,,,25.7,16.6,,,,,,,,,,,,,,,X
90,2017-08-27,22,17.3,536,26.9,1237,,0,,0,,0,3.6,20,1237,2.7,20,1252,0.9,802,20,17.1,58,1042,74.8,19.7,1012.9,1017.3,1027,1012.3,2400,1015,13.2,4.4,,,,,,,,,,,24.4,16.6,,,,,,,,,,,,,,,X
90,2017-08-28,21.5,18.5,1954,25.4,1302,,0.9,1904,3.1,1900,4.1,3.5,320,1535,1.7,200,113,0.7,647,290,18,52,1528,81.6,20.6,1008.3,1012.3,1,1008.9,1528,1010.4,13.2,0,,,,,,,,,,,23.5,19.6,,,,,,,,,,,,,,,X
90,2017-08-29,19.8,16.4,2151,22.9,1143,,,,,,,7.4,20,1222,4.5,360,1056,1.8,1562,360,13.4,48,1026,68.4,15.5,1010.7,1014.7,1004,1009.5,120,1012.8,13.1,7.1,,,,,,,,,,,24.1,16.1,,,,,,,,,,,,,,,X
90,2017-08-30,20.6,16.4,553,25.3,1600,,,,,,,7.1,290,1620,3.4,290,2011,1.3,1115,270,12.3,45,1016,59.8,14.3,1009.5,1014.2,658,1008.4,1713,1011.6,13.1,3.4,,,,,,,,,,,21.9,15.6,,,,,,,,,,,,,,,X
90,2017-08-31,20.7,17.2,2352,24.5,1239,,,,,,,5.8,360,1126,3.6,20,1203,1.8,1586,290,14.5,57,1248,68.4,16.6,1010.8,1014,2045,1011.2,31,1012.9,13.1,7.2,,,,,,,,,,,22.7,15.2,,,,,,,,,,,,,,,X
90,2017-09-01,20,15.8,2329,24.4,1349,,,,,,,4.6,160,1804,2.6,110,1238,1.5,1290,110,14.9,56,1024,73.6,17,1011.9,1015.2,907,1013.3,1538,1014,13,12.4,,,,,,,,,,,25.1,14.8,,,,,,,,,,,,,,,X
90,2017-09-02,19.9,14.4,451,24.3,1359,,,,,,,4.4,110,1231,3,110,1250,1.2,1047,110,14.6,54,1335,72.9,16.7,1012.1,1015.2,912,1013.4,1504,1014.2,13,12.3,,,,,,,,,,,25.4,13.9,,,,,,,,,,,,,,,X
90,2017-09-03,20.4,13.9,537,25.7,1257,,,,,,,6.7,160,1607,3.7,160,1741,1.6,1408,140,15,54,906,72.1,17.2,1012.9,1016,925,1014,1532,1015.1,12.9,12,,,,,,,,,,,25.5,13,,,,,,,,,,,,,,,X
90,2017-09-04,21.9,16.4,221,26.1,1410,,,,,,,4.8,160,1520,2.9,160,1602,1.3,1087,110,17.9,66,1652,78.9,20.6,1013.3,1017.4,1003,1014.1,1709,1015.4,12.9,11,,,,,,,,,,,26.9,15.5,,,,,,,,,,,,,,,X
90,2017-09-05,20.4,17.3,447,23.1,1125,,,,,,,2.7,160,1700,1.6,230,455,0.6,532,110,16.8,59,1258,80.5,19.1,1009.3,1014.4,1,1008.7,1853,1011.4,12.9,0,,,,,,,,,,,22.6,16.4,,,,,,,,,,,,,,,X
90,2017-09-06,22.4,18.4,40,27.1,1325,,0,,0,,0,4,290,458,2.3,290,502,0.6,552,200,17.5,47,1311,74.8,20.1,1004.2,1008.9,1,1005,2359,1006.3,12.8,0,,,,,,,,,,,24.1,17.1,,,,,,,,,,,,,,,X
90,2017-09-07,22.6,19,558,27.1,1236,,,,,,,4.6,20,1528,3.2,50,1356,1,890,110,18,55,1255,76.3,20.7,1004,1008,2355,1004.4,431,1006.1,12.8,11.5,,,,,,,,,,,27.4,16.9,,,,,,,,,,,,,,,X
90,2017-09-08,23.2,18.7,514,28.4,1251,,,,,,,5.9,160,1355,3.6,160,1350,1.1,993,140,19.3,57,1115,79.4,22.4,1007.3,1010.3,932,1008,1,1009.4,12.7,11.9,,,,,,,,,,,27.7,16.8,,,,,,,,,,,,,,,X
90,2017-09-09,23.5,18.4,456,27.8,1316,,,,,,,4.5,340,2207,2.5,340,2210,1,878,110,18.7,55,1137,75.1,21.6,1009.8,1014.4,2359,1009.9,1,1011.9,12.7,11.3,,,,,,,,,,,27.7,16.7,,,,,,,,,,,,,,,X
90,2017-09-10,22.9,19.9,547,25.7,1258,,,,,,,4.5,110,1443,2.8,110,1126,1.3,1157,140,20.4,77,1349,86.4,24.1,1011.9,1016.5,947,1011.2,2351,1014,12.7,1,,,,,,,,,,,26.6,18.8,,,,,,,,,,,,,,,X
90,2017-09-11,19.3,17.1,809,22.2,27,,0.8,545,3.5,501,13.1,5.4,20,1422,3.3,20,1425,1.2,1042,320,16.8,73,2218,85.6,19.1,1006.6,1011.3,31,1006.7,1511,1008.7,12.6,0.1,,,,,,,,,,,21.4,18.2,,,,,,,,,,,,,,,X
90,2017-09-12,21.2,15.6,529,25.5,1320,,,,,,,4.6,140,1152,2.9,140,1218,1.4,1173,110,16.2,51,2329,74.1,18.7,1010,1014.8,2349,1009.1,1,1012.1,12.6,11.1,,,,,,,,,,,24.9,15.8,,,,,,,,,,,,,,,X
90,2017-09-13,20.3,15.7,2356,24.2,1316,,,,,,,6.6,360,930,4.1,360,932,1.7,1507,290,12.7,40,924,63.5,14.9,1015.9,1019.6,2102,1014.8,1,1018,12.5,11.1,,,,,,,,,,,23.6,14.4,,,,,,,,,,,,,,,X
90,2017-09-14,19.7,15.4,359,23.8,1233,,,,,,,6,20,1132,3.9,20,1214,1.7,1510,20,14.3,51,953,72,16.3,1018.5,1022.2,2323,1019.3,123,1020.6,12.5,8,,,,,,,,,,,22.9,14.8,,,,,,,,,,,,,,,X
90,2017-09-15,20,16.1,336,25.2,1251,,0,,0,,0,6.7,140,950,3.9,140,937,2,1766,140,13.9,51,1232,69.5,15.9,1019.4,1023.4,1008,1019.8,2359,1021.5,12.5,8.8,,,,,,,,,,,24,15.5,,,,,,,,,,,,,,,X
90,2017-09-16,20.2,15.2,227,23.7,1323,,0,,0,,0,7.5,90,1854,5,110,1818,2.5,2145,110,14.4,60,1236,69.9,16.4,1014.8,1020,7,1014.1,2355,1016.9,12.4,5.8,,,,,,,,,,,23.3,14.6,,,,,,,,,,,,,,,X
90,2017-09-17,18.9,16.7,2347,21.7,910,,0.8,1839,2.2,1753,5.1,6.5,340,1437,4.5,360,1446,1.9,1675,290,16.1,65,2,84.8,18.3,1007.5,1014.1,1,1006.4,2357,1009.6,12.4,0,,,,,,,,,,,20.6,16.1,,,,,,,,,,,,,,,X
90,2017-09-18,22.1,14.2,614,27.5,1309,,,,,,,7.3,320,1607,3.4,290,1613,1.5,1332,270,13.2,41,1311,59.4,15.2,1004.1,1007.3,1022,1004.8,1533,1006.1,12.3,11.2,,,,,,,,,,,23.2,14.3,,,,,,,,,,,,,,,X
90,2017-09-19,22.3,15.4,1632,27.9,1244,,20.4,1620,24.1,1600,28.8,15.7,340,1622,7.2,320,1628,2.6,2213,250,14.4,38,1151,64.1,16.5,1004.3,1009.6,1627,1004.3,1941,1006.4,12.3,6.8,,,,,,,,,,,22.3,15,,,,,,,,,,,,,,,X
90,2017-09-20,19.9,14.7,2226,24.4,1114,,,,,,,9.1,290,243,5,290,508,1.9,1663,270,8.6,31,449,50.3,11.4,1007.7,1013.4,2357,1004.9,226,1009.8,12.3,11.6,,,,,,,,,,,21.8,12.9,,,,,,,,,,,,,,,X
90,2017-09-21,19.4,13.8,157,24.1,1322,,,,,,,4.6,140,1430,2.8,160,1717,1.7,1448,270,12.5,49,1148,65.4,14.6,1011.6,1015.3,926,1012.9,1546,1013.7,12.2,11.5,,,,,,,,,,,21.8,12.5,,,,,,,,,,,,,,,X
90,2017-09-22,19.6,14.3,530,24.3,1333,,,,,,,4.6,160,1640,2.7,160,1630,1.2,1079,290,14.1,56,1513,71.1,16.2,1010.3,1014.1,931,1010.6,1632,1012.4,12.2,10.1,,,,,,,,,,,21.7,13.7,,,,,,,,,,,,,,,X
90,2017-09-23,21.5,16.6,2341,25.6,1131,,,,,,,5.6,290,550,3.4,110,1302,1.6,1364,270,14.2,34,309,65,16.4,1012.1,1015.7,2044,1010.9,134,1014.2,12.1,10.4,,,,,,,,,,,23.2,15.1,,,,,,,,,,,,,,,X
90,2017-09-24,20.9,14.9,622,25.8,2231,,,,,,0,9.4,180,2214,5.5,160,2218,1.4,1238,140,15.2,38,2230,71.3,17.3,1012.3,1015.8,756,1010.7,2227,1014.4,12.1,9.9,,,,,,,,,,,23.3,13.2,,,,,,,,,,,,,,,X
90,2017-09-25,21.1,16.7,621,24.8,1255,,,,,,,8.8,360,1119,6.1,360,1050,1.8,1576,70,16.2,49,40,74,18.5,1013.7,1016.8,933,1012.5,1,1015.8,12.1,8.2,,,,,,,,,,,23.7,15.1,,,,,,,,,,,,,,,X
90,2017-09-26,21.5,18.2,34,24.6,1301,,,,,,,7,180,1626,4.1,160,1633,1.5,1314,160,18.3,70,908,83,21.1,1010.2,1015.8,1,1008.5,2353,1012.3,12,9.7,,,,,,,,,,,24.9,17.5,,,,,,,,,,,,,,,X
